email,full_name,role,password
st02a04@school.mn,Энхтүвшин Сар,student,123456
st02a05@school.mn,Даваажав Гэрэл,student,123456
st02a06@school.mn,Гэрэлтуяа Тэмүүлэл,student,123456
st02a07@school.mn,Энэрэл Гэрэл,student,123456
st02a08@school.mn,Хүслэн Тайван,student,123456
st02a09@school.mn,Гэрэлтуяа Хишиг,student,123456
st02a10@school.mn,Баярсайхан Амар,student,123456
st02a11@school.mn,Нандин Тэмүү,student,123456
st02a12@school.mn,Анударь Энх,student,123456
st02a13@school.mn,Саруул Мандах,student,123456
st02a14@school.mn,Сарнай Очир,student,123456
st02a15@school.mn,Содном Оргил,student,123456
st02a16@school.mn,Билгүүн Мөнгөн,student,123456
st02a17@school.mn,Болдбаатар Цэцэг,student,123456
st02a18@school.mn,Энхжин Мөнгөн,student,123456
st02a19@school.mn,Нямдорж Мөнгөн,student,123456
st02a20@school.mn,Эрдэнэсайхан Цолмон,student,123456
st02a21@school.mn,Батзориг Дөл,student,123456
st02a22@school.mn,Саруул Хүч,student,123456
st02a23@school.mn,Наранчимэг Гэрэл,student,123456
st02a24@school.mn,Одонтуяа Уянга,student,123456
st02a25@school.mn,Энхжин Очир,student,123456
st02b01@school.mn,Алтансүх Мандах,student,123456
st02b02@school.mn,Сүхбат Уянга,student,123456
st02b03@school.mn,Бат-Эрдэнэ Тайван,student,123456
st02b04@school.mn,Марал Зам,student,123456
st02b05@school.mn,Нарангэрэл Жаргал,student,123456
st02b06@school.mn,Мөнх-Оргил Сар,student,123456
st02b07@school.mn,Баярмаа Наран,student,123456
st02b08@school.mn,Болормаа Ирээдүй,student,123456
st02b09@school.mn,Ганзориг Ухаан,student,123456
st02b10@school.mn,Энхбат Итгэл,student,123456
st02b11@school.mn,Билгүүн Дөл,student,123456
st02b12@school.mn,Төгөлдөр Хас,student,123456
st02b13@school.mn,Жавхлан Гэрэл,student,123456
st02b14@school.mn,Пүрэвдорж Эрдэм,student,123456
st02b15@school.mn,Мөнхзул Цэцэг,student,123456
st02b16@school.mn,Цэрэннадмид Зориг,student,123456
st02b17@school.mn,Марал Болд,student,123456
st02b18@school.mn,Батзориг Хүч,student,123456
st02b19@school.mn,Батцэцэг Хөгжил,student,123456
st02b20@school.mn,Амаржаргал Сүх,student,123456
st02b21@school.mn,Номин Зам,student,123456
st02b22@school.mn,Тэмүүлэн Эрдэм,student,123456
st02b23@school.mn,Энхжин Оргил,student,123456
st02b24@school.mn,Батзориг Хас,student,123456
st02b25@school.mn,Эрдэнэсайхан Ирээдүй,student,123456
st02c01@school.mn,Тэмүүжин Ган,student,123456
st02c02@school.mn,Марал Түмэн,student,123456
st02c03@school.mn,Энхтүвшин Зам,student,123456
st02c04@school.mn,Солонго Очир,student,123456
st02c05@school.mn,Билгүүн Энх,student,123456
st02c06@school.mn,Батцэцэг Амар,student,123456
st02c07@school.mn,Төгөлдөр Сод,student,123456
st02c08@school.mn,Анударь Мөнх,student,123456
st02c09@school.mn,Наранчимэг Эрдэм,student,123456
st02c10@school.mn,Жаргалсайхан Энх,student,123456
st02c11@school.mn,Удвал Ган,student,123456
st02c12@school.mn,Тэмүүлэн Шинэ,student,123456
st02c13@school.mn,Гэрэлтуяа Хөгжил,student,123456
st02c14@school.mn,Солонго Эрдэнэ,student,123456
st02c15@school.mn,Сарнай Туяа,student,123456
st02c16@school.mn,Хүслэн Амар,student,123456
st02c17@school.mn,Жавхлан Тулга,student,123456
st02c18@school.mn,Амаржаргал Эрдэм,student,123456
st02c19@school.mn,Тэмүүжин Дөл,student,123456
st02c20@school.mn,Ганчимэг Энх,student,123456
st02c21@school.mn,Төгөлдөр Саруул,student,123456
st02c22@school.mn,Мишээл Бат,student,123456
st02c23@school.mn,Нарангэрэл Оюун,student,123456
st02c24@school.mn,Тэмүүжин Итгэл,student,123456
st02c25@school.mn,Мөнхзул Тулга,student,123456
st03a01@school.mn,Шинэцэцэг Түмэн,student,123456
st03a02@school.mn,Марал Оюун,student,123456
st03a03@school.mn,Хонгорзул Энх,student,123456
st03a04@school.mn,Бат-Эрдэнэ Номун,student,123456
st03a05@school.mn,Ганзориг Тайван,student,123456
st03a06@school.mn,Болормаа Шинэ,student,123456
st03a07@school.mn,Хишигжаргал Мандах,student,123456
st03a08@school.mn,Энхтүвшин Саруул,student,123456
st03a09@school.mn,Нандин Очир,student,123456
st03a10@school.mn,Марал Мандах,student,123456
st03a11@school.mn,Нандин Мандах,student,123456
st03a12@school.mn,Эрдэнэбат Төгс,student,123456
st03a13@school.mn,Тунгалаг Энх,student,123456
st03a14@school.mn,Мөнх-Оргил Хас,student,123456
st03a15@school.mn,Батзориг Отгон,student,123456
st03a16@school.mn,Одонтуяа Номун,student,123456
st03a17@school.mn,Даваажав Туяа,student,123456
st03a18@school.mn,Шинэцэцэг Шинэ,student,123456
st03a19@school.mn,Мишээл Ухаан,student,123456
st03a20@school.mn,Ганзориг Шинэ,student,123456
st03a21@school.mn,Энхбат Хишиг,student,123456
st03a22@school.mn,Амин-Эрдэнэ Шинэ,student,123456
st03a23@school.mn,Сүхбат Хөгжил,student,123456
st03a24@school.mn,Уянга Сар,student,123456
st03a25@school.mn,Энэрэл Амар,student,123456
st03b01@school.mn,Эрдэнэчимэг Төгс,student,123456
st03b02@school.mn,Хишигжаргал Амар,student,123456
st03b03@school.mn,Отгонжаргал Ган,student,123456
st03b04@school.mn,Бат-Эрдэнэ Сүх,student,123456
st03b05@school.mn,Гэрэлмаа Бат,student,123456
st03b06@school.mn,Нандин Наран,student,123456
st03b07@school.mn,Уянга Гэрэл,student,123456
st03b08@school.mn,Лхагвадорж Амар,student,123456
st03b09@school.mn,Болдбаатар Амар,student,123456
st03b10@school.mn,Тэмүүлэн Нандин,student,123456
st03b11@school.mn,Содном Хас,student,123456
st03b12@school.mn,Эрдэнэчимэг Хонгор,student,123456
st03b13@school.mn,Дөлгөөн Тэнгэр,student,123456
st03b14@school.mn,Мөнхзул Амар,student,123456
st03b15@school.mn,Энх-Амгалан Цэцэг,student,123456
st03b16@school.mn,Батцэцэг Жаргал,student,123456
st03b17@school.mn,Нямдорж Тулга,student,123456
st03b18@school.mn,Гэрэлмаа Сар,student,123456
st03b19@school.mn,Солонго Хүч,student,123456
st03b20@school.mn,Гантулга Отгон,student,123456
st03b21@school.mn,Тэнүүн Бат,student,123456
st03b22@school.mn,Одонтуяа Зам,student,123456
st03b23@school.mn,Хишигжаргал Мөнгөн,student,123456
st03b24@school.mn,Түмэнжаргал Сар,student,123456
st03b25@school.mn,Жаргалсайхан Саруул,student,123456
st03c01@school.mn,Мөнхзул Хүч,student,123456
st03c02@school.mn,Тэнүүн Саруул,student,123456
st03c03@school.mn,Хулан Очир,student,123456
st03c04@school.mn,Хулан Алтан,student,123456
st03c05@school.mn,Билгүүн Мандах,student,123456
st03c06@school.mn,Билгүүн Ирээдүй,student,123456
st03c07@school.mn,Солонго Сүх,student,123456
st03c08@school.mn,Уянга Ухаан,student,123456
st03c09@school.mn,Энэрэл Оргил,student,123456
st03c10@school.mn,Даваажав Тайван,student,123456
st03c11@school.mn,Марал Оргил,student,123456
st03c12@school.mn,Анударь Сар,student,123456
st03c13@school.mn,Амин-Эрдэнэ Хишиг,student,123456
st03c14@school.mn,Алтансүх Сүх,student,123456
st03c15@school.mn,Жавхлан Зам,student,123456
st03c16@school.mn,Алтансүх Бат,student,123456
st03c17@school.mn,Саруул Тулга,student,123456
st03c18@school.mn,Энхжин Эрдэм,student,123456
st03c19@school.mn,Нандин Эрдэнэ,student,123456
st03c20@school.mn,Одонтуяа Хишиг,student,123456
st03c21@school.mn,Нямдорж Гэрэл,student,123456
st03c22@school.mn,Очирбат Номун,student,123456
st03c23@school.mn,Номин Сүх,student,123456
st03c24@school.mn,Мөнх-Оргил Хонгор,student,123456
st03c25@school.mn,Тэнүүн Ухаан,student,123456
st04a01@school.mn,Дөлгөөн Алтан,student,123456
st04a02@school.mn,Гэрэлмаа Алтан,student,123456
st04a03@school.mn,Гантулга Бат,student,123456
st04a04@school.mn,Сүхбат Сод,student,123456
st04a05@school.mn,Жаргалсайхан Хишиг,student,123456
st04a06@school.mn,Очирбат Хөгжил,student,123456
st04a07@school.mn,Гантулга Амар,student,123456
st04a08@school.mn,Гэрэлтуяа Мөнх,student,123456
st04a09@school.mn,Гэрэлмаа Жаргал,student,123456
st04a10@school.mn,Саруул Сар,student,123456
st04a11@school.mn,Алтансүх Наран,student,123456
st04a12@school.mn,Мишээл Тэнгэр,student,123456
st04a13@school.mn,Нандин Бат,student,123456
st04a14@school.mn,Тунгалаг Тэнгэр,student,123456
st04a15@school.mn,Лхагвадорж Сод,student,123456
st04a16@school.mn,Батзориг Мандах,student,123456
st04a17@school.mn,Хонгорзул Мөнгөн,student,123456
st04a18@school.mn,Марал Илч,student,123456
st04a19@school.mn,Идэрбат Зориг,student,123456
st04a20@school.mn,Нарангэрэл Наран,student,123456
st04a21@school.mn,Уянга Алтан,student,123456
st04a22@school.mn,Баярсайхан Жаргал,student,123456
st04a23@school.mn,Наранчимэг Цэцэг,student,123456
st04a24@school.mn,Анударь Тулга,student,123456
st04a25@school.mn,Гэрэлтуяа Чимэг,student,123456
st04b01@school.mn,Энхбат Мандах,student,123456
st04b02@school.mn,Очирбат Зам,student,123456
st04b03@school.mn,Хүслэн Мандах,student,123456
st04b04@school.mn,Мөнх-Оргил Тэмүүлэл,student,123456
st04b05@school.mn,Тэмүүлэн Тайван,student,123456
st04b06@school.mn,Наранчимэг Оюун,student,123456
st04b07@school.mn,Одонтуяа Эрдэм,student,123456
st04b08@school.mn,Эрдэнэсайхан Мөнх,student,123456
st04b09@school.mn,Ганзориг Саруул,student,123456
st04b10@school.mn,Солонго Туяа,student,123456
st04b11@school.mn,Мишээл Итгэл,student,123456
st04b12@school.mn,Энхбат Тулга,student,123456
st04b13@school.mn,Болормаа Очир,student,123456
st04b14@school.mn,Идэрбат Оргил,student,123456
st04b15@school.mn,Болормаа Туяа,student,123456
st04b16@school.mn,Саруул Хөгжил,student,123456
st04b17@school.mn,Лхагвадорж Сүх,student,123456
st04b18@school.mn,Солонго Сод,student,123456
st04b19@school.mn,Нарангэрэл Баяр,student,123456
st04b20@school.mn,Отгонбаяр Шинэ,student,123456
st04b21@school.mn,Ганчимэг Оюун,student,123456
st04b22@school.mn,Гантулга Чимэг,student,123456
st04b23@school.mn,Болдбаатар Очир,student,123456
st04b24@school.mn,Золбоо Чимэг,student,123456
st04b25@school.mn,Тэмүүжин Чимэг,student,123456
st04c01@school.mn,Жавхлан Сүх,student,123456
st04c02@school.mn,Мөнгөнцэцэг Хөгжил,student,123456
st04c03@school.mn,Тунгалаг Наран,student,123456
st04c04@school.mn,Түмэнжаргал Төгс,student,123456
st04c05@school.mn,Тэнүүн Жаргал,student,123456
st04c06@school.mn,Энхбат Амар,student,123456
st04c07@school.mn,Эрдэнэсайхан Чимэг,student,123456
st04c08@school.mn,Баярмаа Цэцэг,student,123456
st04c09@school.mn,Номин Хүч,student,123456
st04c10@school.mn,Хонгорзул Алтан,student,123456
st04c11@school.mn,Тэнүүн Нандин,student,123456
st04c12@school.mn,Тэмүүжин Шинэ,student,123456
st04c13@school.mn,Энхбат Наран,student,123456
st04c14@school.mn,Баярмаа Саруул,student,123456
st04c15@school.mn,Шинэцэцэг Дөл,student,123456
st04c16@school.mn,Мишээл Цэцэг,student,123456
st04c17@school.mn,Амаржаргал Оюун,student,123456
st04c18@school.mn,Мишээл Зориг,student,123456
st04c19@school.mn,Болдбаатар Мөнгөн,student,123456
st04c20@school.mn,Баярсайхан Оргил,student,123456
st04c21@school.mn,Эрдэнэбат Хонгор,student,123456
st04c22@school.mn,Тунгалаг Түмэн,student,123456
st04c23@school.mn,Содном Оюун,student,123456
st04c24@school.mn,Эрдэнэчимэг Хас,student,123456
st04c25@school.mn,Даваажав Хас,student,123456
st05a01@school.mn,Тэмүүлэн Сүх,student,123456
st05a02@school.mn,Ганзориг Чимэг,student,123456
st05a03@school.mn,Энхжин Итгэл,student,123456
st05a04@school.mn,Марал Цэцэг,student,123456
st05a05@school.mn,Түмэнжаргал Жаргал,student,123456
st05a06@school.mn,Бат-Эрдэнэ Энх,student,123456
st05a07@school.mn,Марал Уянга,student,123456
st05a08@school.mn,Дөлгөөн Хонгор,student,123456
st05a09@school.mn,Гэрэлмаа Эрдэм,student,123456
st05a10@school.mn,Нарангэрэл Мөнгөн,student,123456
st05a11@school.mn,Эрдэнэбат Нандин,student,123456
st05a12@school.mn,Саруул Цэцэг,student,123456
st05a13@school.mn,Отгонбаяр Хишиг,student,123456
st05a14@school.mn,Баярмаа Амар,student,123456
st05a15@school.mn,Бат-Эрдэнэ Саруул,student,123456
st05a16@school.mn,Цэлмэг Болд,student,123456
st05a17@school.mn,Батцэцэг Зам,student,123456
st05a18@school.mn,Цогтгэрэл Мөнгөн,student,123456
st05a19@school.mn,Даваажав Тулга,student,123456
st05a20@school.mn,Ганчимэг Мандах,student,123456
st05a21@school.mn,Гантулга Сүх,student,123456
st05a22@school.mn,Цэрэннадмид Ухаан,student,123456
st05a23@school.mn,Тэнүүн Тэнгэр,student,123456
st05a24@school.mn,Батзориг Бат,student,123456
st05a25@school.mn,Цогтгэрэл Нандин,student,123456
st05b01@school.mn,Нандин Зориг,student,123456
st05b02@school.mn,Болормаа Амар,student,123456
st05b03@school.mn,Урангоо Зориг,student,123456
st05b04@school.mn,Эрдэнэчимэг Мөнгөн,student,123456
st05b05@school.mn,Золбоо Цэцэг,student,123456
st05b06@school.mn,Шинэцэцэг Ган,student,123456
st05b07@school.mn,Баярмаа Бат,student,123456
st05b08@school.mn,Баярмаа Энх,student,123456
st05b09@school.mn,Болдбаатар Хишиг,student,123456
st05b10@school.mn,Марал Мөнгөн,student,123456
st05b11@school.mn,Сарнай Дөл,student,123456
st05b12@school.mn,Саруул Туяа,student,123456
st05b13@school.mn,Ганчимэг Номун,student,123456
st05b14@school.mn,Солонго Хас,student,123456
st05b15@school.mn,Мөнх-Оргил Шинэ,student,123456
st05b16@school.mn,Мишээл Тэмүү,student,123456
st05b17@school.mn,Энхжин Тулга,student,123456
st05b18@school.mn,Мөнгөнцэцэг Очир,student,123456
st05b19@school.mn,Даваажав Дөл,student,123456
st05b20@school.mn,Батцэцэг Тулга,student,123456
st05b21@school.mn,Эрдэнэсайхан Цэцэг,student,123456
st05b22@school.mn,Отгонжаргал Ирээдүй,student,123456
st05b23@school.mn,Солонго Саруул,student,123456
st05b24@school.mn,Тунгалаг Ухаан,student,123456
st05b25@school.mn,Батзориг Эрдэнэ,student,123456
st05c01@school.mn,Энх-Амгалан Туяа,student,123456
st05c02@school.mn,Мөнх-Оргил Отгон,student,123456
st05c03@school.mn,Мишээл Номун,student,123456
st05c04@school.mn,Ганзориг Нандин,student,123456
st05c05@school.mn,Марал Мөнх,student,123456
st05c06@school.mn,Цэрэннадмид Гэрэл,student,123456
st05c07@school.mn,Цэрэннадмид Хөгжил,student,123456
st05c08@school.mn,Содном Бат,student,123456
st05c09@school.mn,Номин Очир,student,123456
st05c10@school.mn,Цэлмэг Түмэн,student,123456
st05c11@school.mn,Энх-Амгалан Баяр,student,123456
st05c12@school.mn,Солонго Хишиг,student,123456
st05c13@school.mn,Марал Алтан,student,123456
st05c14@school.mn,Содном Цэцэг,student,123456
st05c15@school.mn,Энхтүвшин Чимэг,student,123456
st05c16@school.mn,Удвал Шинэ,student,123456
st05c17@school.mn,Содном Тэнгэр,student,123456
st05c18@school.mn,Баярсайхан Чимэг,student,123456
st05c19@school.mn,Наранчимэг Амар,student,123456
st05c20@school.mn,Эрдэнэчимэг Эрдэм,student,123456
st05c21@school.mn,Гэрэлтуяа Ган,student,123456
st05c22@school.mn,Золбоо Сод,student,123456
st05c23@school.mn,Батзориг Энх,student,123456
st05c24@school.mn,Тэмүүлэн Наран,student,123456
st05c25@school.mn,Цогтгэрэл Сар,student,123456
st06a01@school.mn,Одонтуяа Тэмүү,student,123456
st06a02@school.mn,Жавхлан Эрдэнэ,student,123456
st06a03@school.mn,Цэлмэг Бат,student,123456
st06a04@school.mn,Цэрэннадмид Хүч,student,123456
st06a05@school.mn,Батзориг Сар,student,123456
st06a06@school.mn,Хүслэн Мөнх,student,123456
st06a07@school.mn,Бат-Эрдэнэ Амар,student,123456
st06a08@school.mn,Марал Тулга,student,123456
st06a09@school.mn,Отгонбаяр Алтан,student,123456
st06a10@school.mn,Энх-Амгалан Жаргал,student,123456
st06a11@school.mn,Батзориг Зам,student,123456
st06a12@school.mn,Цэлмэг Уянга,student,123456
st06a13@school.mn,Тэмүүжин Оргил,student,123456
st06a14@school.mn,Одонтуяа Эрдэнэ,student,123456
st06a15@school.mn,Дөлгөөн Тэмүү,student,123456
st06a16@school.mn,Мөнх-Оргил Мөнгөн,student,123456
st06a17@school.mn,Гантулга Болд,student,123456
st06a18@school.mn,Эрдэнэсайхан Илч,student,123456
st06a19@school.mn,Түмэнжаргал Мөнгөн,student,123456
st06a20@school.mn,Хишигжаргал Баяр,student,123456
st06a21@school.mn,Сүхбат Дөл,student,123456
st06a22@school.mn,Уянга Түмэн,student,123456
st06a23@school.mn,Номин Ган,student,123456
st06a24@school.mn,Отгонжаргал Зам,student,123456
st06a25@school.mn,Хишигжаргал Хас,student,123456
st06b01@school.mn,Баярмаа Номун,student,123456
st06b02@school.mn,Энхжин Хөгжил,student,123456
st06b03@school.mn,Түмэнжаргал Түмэн,student,123456
st06b04@school.mn,Энхтүвшин Эрдэм,student,123456
st06b05@school.mn,Алтансүх Тэмүү,student,123456
st06b06@school.mn,Эрдэнэчимэг Алтан,student,123456
st06b07@school.mn,Төгөлдөр Төгс,student,123456
st06b08@school.mn,Нямдорж Илч,student,123456
st06b09@school.mn,Нарангэрэл Хонгор,student,123456
st06b10@school.mn,Сарнай Илч,student,123456
st06b11@school.mn,Эрдэнэчимэг Цэцэг,student,123456
st06b12@school.mn,Дөлгөөн Туяа,student,123456
st06b13@school.mn,Амаржаргал Тэмүү,student,123456
st06b14@school.mn,Наранчимэг Хишиг,student,123456
st06b15@school.mn,Болдбаатар Хас,student,123456
st06b16@school.mn,Отгонжаргал Эрдэм,student,123456
st06b17@school.mn,Гантулга Наран,student,123456
st06b18@school.mn,Уянга Мөнгөн,student,123456
st06b19@school.mn,Дөлгөөн Оюун,student,123456
st06b20@school.mn,Эрдэнэчимэг Нандин,student,123456
st06b21@school.mn,Золбоо Сар,student,123456
st06b22@school.mn,Эрдэнэбат Илч,student,123456
st06b23@school.mn,Цэрэннадмид Чимэг,student,123456
st06b24@school.mn,Нандин Тулга,student,123456
st06b25@school.mn,Эрдэнэчимэг Зам,student,123456
st06c01@school.mn,Хулан Дөл,student,123456
st06c02@school.mn,Амаржаргал Уянга,student,123456
st06c03@school.mn,Билгүүн Туяа,student,123456
st06c04@school.mn,Наранчимэг Мандах,student,123456
st06c05@school.mn,Золбоо Ухаан,student,123456
st06c06@school.mn,Номин Тэнгэр,student,123456
st06c07@school.mn,Саруул Чимэг,student,123456
st06c08@school.mn,Одонтуяа Сод,student,123456
st06c09@school.mn,Жаргалсайхан Мөнх,student,123456
st06c10@school.mn,Гэрэлтуяа Хүч,student,123456
st06c11@school.mn,Энхбат Шинэ,student,123456
st06c12@school.mn,Золбоо Илч,student,123456
st06c13@school.mn,Амин-Эрдэнэ Саруул,student,123456
st06c14@school.mn,Мөнх-Оргил Оргил,student,123456
st06c15@school.mn,Билгүүн Уянга,student,123456
st06c16@school.mn,Эрдэнэчимэг Хүч,student,123456
st06c17@school.mn,Урангоо Эрдэм,student,123456
st06c18@school.mn,Болормаа Уянга,student,123456
st06c19@school.mn,Жавхлан Түмэн,student,123456
st06c20@school.mn,Урангоо Цолмон,student,123456
st06c21@school.mn,Удвал Жаргал,student,123456
st06c22@school.mn,Хүслэн Сар,student,123456
st06c23@school.mn,Түмэнжаргал Хишиг,student,123456
st06c24@school.mn,Очирбат Отгон,student,123456
st06c25@school.mn,Энхжин Чимэг,student,123456
st07a01@school.mn,Цогтгэрэл Эрдэм,student,123456
st07a02@school.mn,Цэлмэг Зам,student,123456
st07a03@school.mn,Хулан Бат,student,123456
st07a04@school.mn,Хишигжаргал Оргил,student,123456
st07a05@school.mn,Отгонжаргал Тэмүүлэл,student,123456
st07a06@school.mn,Батзориг Алтан,student,123456
st07a07@school.mn,Цэлмэг Шинэ,student,123456
st07a08@school.mn,Оюун-Эрдэнэ Илч,student,123456
st07a09@school.mn,Амаржаргал Төгс,student,123456
st07a10@school.mn,Цогтгэрэл Номун,student,123456
st07a11@school.mn,Билгүүн Тэмүүлэл,student,123456
st07a12@school.mn,Сүхбат Тэмүү,student,123456
st07a13@school.mn,Болормаа Сүх,student,123456
st07a14@school.mn,Дөлгөөн Ган,student,123456
st07a15@school.mn,Тэмүүжин Отгон,student,123456
st07a16@school.mn,Эрдэнэсайхан Гэрэл,student,123456
st07a17@school.mn,Уянга Наран,student,123456
st07a18@school.mn,Мишээл Тулга,student,123456
st07a19@school.mn,Нямдорж Ирээдүй,student,123456
st07a20@school.mn,Мөнх-Оргил Туяа,student,123456
st07a21@school.mn,Очирбат Тэмүүлэл,student,123456
st07a22@school.mn,Удвал Хас,student,123456
st07a23@school.mn,Мөнх-Оргил Бат,student,123456
st07a24@school.mn,Хүслэн Хас,student,123456
st07a25@school.mn,Нарангэрэл Отгон,student,123456
st07b01@school.mn,Тэнүүн Хүч,student,123456
st07b02@school.mn,Эрдэнэсайхан Жаргал,student,123456
st07b03@school.mn,Болормаа Тулга,student,123456
st07b04@school.mn,Ганчимэг Зориг,student,123456
st07b05@school.mn,Анударь Алтан,student,123456
st07b06@school.mn,Анударь Баяр,student,123456
st07b07@school.mn,Отгонжаргал Очир,student,123456
st07b08@school.mn,Нарангэрэл Уянга,student,123456
st07b09@school.mn,Шинэцэцэг Сүх,student,123456
st07b10@school.mn,Нямдорж Энх,student,123456
st07b11@school.mn,Лхагвадорж Цолмон,student,123456
st07b12@school.mn,Удвал Амар,student,123456
st07b13@school.mn,Оюун-Эрдэнэ Сүх,student,123456
st07b14@school.mn,Шинэцэцэг Бат,student,123456
st07b15@school.mn,Тунгалаг Уянга,student,123456
st07b16@school.mn,Нямдорж Хөгжил,student,123456
st07b17@school.mn,Баярсайхан Тэмүүлэл,student,123456
st07b18@school.mn,Номин Уянга,student,123456
st07b19@school.mn,Гэрэлмаа Зориг,student,123456
st07b20@school.mn,Билгүүн Ган,student,123456
st07b21@school.mn,Эрдэнэчимэг Амар,student,123456
st07b22@school.mn,Удвал Саруул,student,123456
st07b23@school.mn,Тэмүүжин Ирээдүй,student,123456
st07b24@school.mn,Мөнхзул Тэмүү,student,123456
st07b25@school.mn,Содном Номун,student,123456
st07c01@school.mn,Цэлмэг Туяа,student,123456
st07c02@school.mn,Нандин Ирээдүй,student,123456
st07c03@school.mn,Дөлгөөн Төгс,student,123456
st07c04@school.mn,Нандин Оргил,student,123456
st07c05@school.mn,Мөнхзул Очир,student,123456
st07c06@school.mn,Баярмаа Тэнгэр,student,123456
st07c07@school.mn,Сүхбат Зам,student,123456
st07c08@school.mn,Болормаа Мандах,student,123456
st07c09@school.mn,Мөнгөнцэцэг Уянга,student,123456
st07c10@school.mn,Цогтгэрэл Цэцэг,student,123456
st07c11@school.mn,Энэрэл Ирээдүй,student,123456
st07c12@school.mn,Амин-Эрдэнэ Тэмүүлэл,student,123456
st07c13@school.mn,Нарангэрэл Сүх,student,123456
